0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
-100.141563,132336.7191,139.881916,132311.6458,19.875906,132411.9389,-90.590357,231.45104,142.431578,254.33979,30.14331,230.35238,-100.124375,132361.7923,0.0,0.0,0,0,-92.830622,238.22611,-30.882425,12.8177,96.978836,13.18392,60.0,0.0,19.22620059,-0.20197,0,-103.999329,131760.9063,136.051945,131611.3906,16.004334,131849.4375,75.45685,236.715317,-51.094668,258.533478,-163.74298,233.808518,-103.977356,131740.8281,0.0,0.0,0,0,73.396912,242.603302,134.57978,12.834549,-94.007268,12.531281,60.0,0.0,18.50702195,3.127529,0,-103.997569,131308.715,136.037369,131258.5685,16.042818,131308.715,75.200711,235.47946,-51.021892,256.17089,-163.99198,231.81726,-103.974651,131283.6417,0.0,0.0,0,0,73.264113,240.78965,134.158068,12.45148,-92.567061,11.71904,60.0,0.0,18.38930314,3.138505,0,-100.072809,132386.8656,139.944942,131760.0339,19.944661,132462.0854,-90.848188,230.90171,142.758164,252.32558,29.971422,228.15506,-100.061349,132211.3527,0.0,0.0,0,0,-92.847811,236.76123,-31.065772,12.26837,100.416583,12.08526,60.0,0.0,19.04733708,-0.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-100.267614,132311.6458,139.732947,132311.6458,19.738396,132411.9389,-92.280582,236.94434,141.944564,255.43845,28.36714,236.39501,-100.261885,132336.7191,0.0,0.0,0,0,-94.091129,242.62075,-33.581056,10.43727,94.48647,10.9866,60.0,0.0,18.16056717,-0.169329,0,-104.142155,131756.3438,135.914617,131610.8594,15.872497,131844.6875,73.693547,242.912293,-51.457214,259.328857,-165.566723,240.411758,-104.114691,131736.8125,0.0,0.0,0,0,72.138976,247.289658,130.981759,10.128021,-95.847478,9.922028,60.0,0.0,17.36040309,-3.121405,0,-104.135079,131283.6417,135.899859,131258.5685,15.899579,131308.715,73.464648,241.15587,-51.428692,256.72022,-165.831175,238.59233,-104.106431,131283.6417,0.0,0.0,0,0,71.992147,245.18429,130.989611,9.70483,-95.191208,9.33861,60.0,0.0,17.31708365,-3.11487,0,-100.204589,132386.8656,139.795972,131760.0339,19.801421,132462.0854,-92.412363,236.02879,142.328446,253.24113,28.286926,234.01458,-100.198859,132186.2794,0.0,0.0,0,0,-94.022374,240.97276,-33.414899,10.07105,98.239344,10.07105,60.0,0.0,18.04976223,-0.154024,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-100.301992,132336.7191,139.710029,132286.5725,19.726937,132411.9389,-92.58998,237.67678,141.881539,255.43845,28.069202,237.67678,-100.284803,132336.7191,0.0,0.0,0,0,-94.303124,243.35319,-33.856076,9.88794,93.386391,10.80349,59.999,0.0,18.01781478,-0.164832,0,-104.153138,131757.5156,135.892638,131613.0625,15.845031,131842.875,73.484803,243.661881,-51.506655,259.202942,-165.841378,240.852356,-104.136664,131737.4375,0.0,0.0,0,0,71.963201,247.655869,130.531308,9.876251,-95.891423,9.45282,60.0,0.0,17.19653035,-3.116721,0,-104.157998,131283.6417,135.871212,131283.6417,15.893849,131308.715,73.436001,241.88831,-51.549013,257.08644,-166.083276,239.14166,-104.12362,131283.6417,0.0,0.0,0,0,71.860367,245.73362,131.734456,9.70483,-97.162183,9.1555,60.0,0.0,17.18780719,-3.117274,0,-100.238966,132386.8656,139.784513,131760.0339,19.778503,132462.0854,-92.630087,237.12745,142.082074,253.79046,27.920233,234.93013,-100.221778,132186.2794,0.0,0.0,0,0,-94.297394,241.7052,-33.311766,10.07105,96.910081,9.70483,60.0,0.0,17.88132317,-0.152653,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-100.468149,132336.7191,139.55533,132286.5725,19.560779,132411.9389,-94.331771,242.98697,141.222637,256.53711,26.241467,243.35319,-100.445231,132336.7191,0.0,0.0,0,0,-95.678222,247.38161,-37.803755,7.69062,89.925726,8.60617,60.0,0.0,17.11421237,-0.133339,0,-104.323428,131754.0938,135.738836,131608.3125,15.685731,131838.0313,71.831365,248.205185,-52.149355,260.433197,-167.632144,246.79184,-104.301456,131733.0781,0.0,0.0,0,0,70.639346,251.649857,128.559269,7.621765,-99.566345,7.661819,60.0,0.0,16.47361248,-3.090554,0,-104.318426,131308.715,135.722243,131258.5685,15.716232,131333.7883,71.745775,246.83228,-52.162078,258.00199,-167.819338,244.81807,-104.289778,131283.6417,0.0,0.0,0,0,70.548293,249.76204,127.958664,7.50751,-99.797789,7.14129,60.0,0.0,16.40617767,-3.088228,0,-100.376476,132411.9389,139.612626,131734.9606,19.623804,132437.0121,-94.320312,242.07142,141.721111,254.33979,26.06958,240.60654,-100.376476,132186.2794,0.0,0.0,0,0,-95.557901,245.55051,-35.380144,7.50751,94.578143,7.3244,59.999,0.0,16.94671435,-0.120735,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-100.479609,132336.7191,139.538141,132311.6458,19.537861,132411.9389,-94.417715,243.35319,141.171071,256.354,25.966447,243.90252,-100.468149,132361.7923,0.0,0.0,0,0,-95.810003,247.74783,-36.78962,7.50751,88.189664,8.23995,60.0,0.0,16.99484904,-0.134275,0,-104.33991,131756.7344,135.711365,131607.375,15.680238,131843.0313,71.726993,248.743057,-52.237246,260.616303,-167.802435,247.524262,-104.317937,131732.1094,0.0,0.0,0,0,70.518493,252.136231,128.399961,7.490158,-101.033026,7.518768,59.999001,0.0,16.39892004,-3.09071,0,-104.335615,131283.6417,135.687865,131283.6417,15.716232,131308.715,71.528051,247.56472,-52.236562,258.36821,-167.911011,245.00118,-104.306967,131283.6417,0.0,0.0,0,0,70.422243,250.12826,126.25698,7.50751,-98.027349,6.95818,60.0,0.0,16.33557477,-3.081021,0,-100.405124,132386.8656,139.606896,131760.0339,19.600886,132462.0854,-94.549495,243.17008,141.669544,254.33979,25.874774,241.88831,-100.393665,132186.2794,0.0,0.0,0,0,-95.718329,246.28295,-37.425603,7.14129,93.426498,6.95818,60.0,0.0,16.78214067,-0.118139,0,0,0,0,0,0,0,0,0,0,0,0,0,2
-100.565552,132336.7191,139.452198,132311.6458,19.457647,132411.9389,-95.139642,245.73362,140.953347,257.08644,25.278898,246.09984,-100.548364,132336.7191,0.0,0.0,0,0,-96.337124,249.39582,-38.783513,6.77507,87.605247,7.50751,60.0,0.0,16.64697896,-0.119026,0,-104.416811,131763.6875,135.628965,131610.9063,15.581361,131854.6719,70.82062,251.26648,-52.402041,260.83374,-168.62091,249.755859,-104.400329,131744.1094,0.0,0.0,0,0,69.903264,253.8414,125.252378,6.282806,-99.588318,6.288528,60.0,0.0,16.00009086,-3.069926,0,-104.421558,131283.6417,135.61911,131283.6417,15.624559,131333.7883,70.840502,249.57893,-52.419909,258.55132,-168.764719,247.38161,-104.387181,131283.6417,0.0,0.0,0,0,69.860744,251.77625,125.821532,6.40885,-99.958217,5.85952,60.0,0.0,15.97664877,-3.070027,0,-100.485338,132386.8656,139.520953,131760.0339,19.520672,132462.0854,-95.288611,244.81807,141.405984,254.5229,25.032526,244.08563,-100.485338,132211.3527,0.0,0.0,0,0,-96.308476,247.74783,-37.104747,6.04263,91.203422,6.22574,60.0,0.0,16.47796501,-0.106129,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35.02491,131333.7883,-84.963911,130706.9565,155.059568,131383.9348,32.240335,439.28089,-88.029236,441.11199,151.066052,443.49242,35.036369,131133.2021,0.0,0.0,0,0,31.753321,441.2951,-169.658533,3.29598,0.0,0.0,60.0,0.0,8.401030706,0.035683,0,28.23536,129177.487,-91.713354,129152.4138,148.287207,129202.5603,-155.758577,444.59108,84.02999,445.68974,-36.898482,448.98572,28.264008,129177.487,0.0,0.0,0,0,-156.211213,446.42218,8.800632,3.11287,0.0,0.0,59.999,0.0,8.154680341,-3.085281,0,28.218171,129152.4138,-91.747732,129102.2672,148.24137,129202.5603,-155.626796,438.91467,83.984154,442.21065,-36.348443,443.30931,28.229631,129152.4138,0.0,0.0,0,0,-156.004949,441.47821,0.0,0.0,0.0,0.0,59.999,0.0,8.358850419,-3.085982,0,34.889832,131694.2969,-85.047917,131548.2656,154.909975,131780.1875,32.461854,435.619354,-87.783511,437.31308,151.669009,439.590454,34.9173,131674.2188,0.0,0.0,0,0,32.115785,437.496185,0.0,0.0,0.0,0.0,60.0,0.0,8.542153476,0.031077,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.001992,131333.7883,-84.98683,130706.9565,155.03665,131383.9348,32.183039,439.28089,-88.080802,441.11199,151.0947,443.49242,35.013451,131133.2021,0.0,0.0,0,0,31.724673,441.2951,-168.598561,3.11287,0.0,0.0,59.999,0.0,8.412010731,0.036588,0,28.218171,129177.487,-91.730543,129152.4138,148.270018,129202.5603,-155.787225,444.59108,84.052909,445.87285,-36.881293,449.16883,28.246819,129177.487,0.0,0.0,0,0,-156.211213,446.60529,11.768553,3.11287,0.0,0.0,60.0,0.0,8.159079273,-3.084456,0,28.195253,129152.4138,-91.77065,129102.2672,148.218452,129227.6336,-155.758577,439.64711,83.961235,442.39376,-36.405738,443.67553,28.212442,129152.4138,0.0,0.0,0,0,-156.073703,441.84443,0.0,0.0,0.0,0.0,60.0,0.0,8.336714314,-3.082511,0,34.873354,131708.9375,-85.06989,131567.0781,154.8935,131782.2031,32.390444,435.848236,-87.821964,437.610626,151.603097,439.825073,34.900819,131687.2031,0.0,0.0,0,0,32.055358,437.759399,0.0,0.0,0.0,0.0,60.0,0.0,8.53734104,0.032539,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34.732702,131333.7883,-85.25612,130706.9565,154.76736,131409.0081,31.667377,440.56266,-88.51052,441.11199,151.014486,442.21065,34.744161,131158.2754,0.0,0.0,0,0,31.386628,441.2951,0.0,0.0,0.0,0.0,59.999,0.0,8.412970906,0.046699,0,27.96034,129227.6336,-91.994104,129202.5603,148.012187,129227.6336,-156.360182,445.87285,83.588813,446.05596,-36.950048,447.70395,27.988988,129202.5603,0.0,0.0,0,0,-156.577906,446.60529,0.0,0.0,0.0,0.0,60.0,0.0,8.172445388,-3.072102,0,27.943152,129177.487,-92.028481,129152.4138,147.966351,129252.7069,-156.543529,442.02754,83.336711,444.9573,-36.898482,444.77419,27.954611,129202.5603,0.0,0.0,0,0,-156.703957,443.85864,0.0,0.0,0.0,0.0,60.0,0.0,8.316002851,-3.067449,0,34.620668,131762.9531,-85.317081,131610.3594,154.635319,131851.8438,31.70929,437.810913,-88.470156,439.281464,151.136172,440.740601,34.648132,131742.9219,0.0,0.0,0,0,31.456604,439.275757,0.0,0.0,0.0,0.0,60.0,0.0,8.521138046,0.042836,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34.726972,131333.7883,-85.267579,130706.9565,154.755901,131409.0081,31.581434,440.19644,-88.596464,441.2951,151.003027,442.57687,34.738431,131133.2021,0.0,0.0,0,0,31.329332,441.47821,0.0,0.0,0.0,0.0,60.0,0.0,8.439603443,0.047567,0,27.954611,129202.5603,-92.005563,129202.5603,148.006458,129252.7069,-156.38883,445.87285,83.537247,446.05596,-36.961507,447.88706,27.977529,129202.5603,0.0,0.0,0,0,-156.606554,446.60529,0.0,0.0,0.0,0.0,59.999,0.0,8.175631023,-3.072298,0,27.931693,129177.487,-92.03994,129152.4138,147.954891,129252.7069,-156.560718,441.84443,83.365359,444.77419,-36.961507,444.59108,27.948881,129202.5603,0.0,0.0,0,0,-156.715416,443.67553,0.0,0.0,0.0,0.0,60.0,0.0,8.309296682,-3.066932,0,34.609682,131754.5781,-85.328064,131612.2656,154.629827,131841.7969,31.610413,437.862396,-88.519593,439.435974,151.163643,440.797791,34.637146,131737.0469,0.0,0.0,0,0,31.418153,439.361572,0.0,0.0,0.0,0.0,60.0,0.0,8.533690581,0.045484,0,0,0,0,0,0,0,0,0,0,0,0,0,2
